"Stefan Tudor",2775,15:50:47,0
"Stefan Tudor",2776,15:50:47,0
"Stefan Tudor",2777,15:50:48,0
"Stefan Tudor",2778,15:50:48,0
"Stefan Tudor",2779,15:50:49,0
Carlos,2780,15:57:29,0
Carlos,2770,15:58:01,1
Stefan,2771,18:50:19,0
Stefan,4652,18:50:33,1
